Study	Drug	DrugName	Gene	Gene_in_GenAge_Human	Gene_in_GenAge_Model	Gene_targeted_by_DrugAge	Drug_targets_GenAge_Human	Drug_targets_GenAge_Model	Drug_in_DrugAge
Fuentealba2018	CHEMBL941	IMATINIB	SLC2A4	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	ETV6	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	CDKN2A	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	ABCB1	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	PRKCH	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	ABL2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	JAK2	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	BIRC5	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	SMAD4	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	PTPRB	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	KIT	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	PDGFB	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	PDGFC	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	PDGFRB	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	FLT4	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	RET	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	HMOX1	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	PDGFRA	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	CSF1R	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	FLT3	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	HIF1A	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	KDR	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	FGFR1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	VHL	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	AURKB	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	PDGFD	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	CA9	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	MKI67	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	FLT1	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	FGFR2	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	PDGFA	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL535	SUNITINIB	BAP1	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL99	TRICHOSTATIN	FHIT	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	IL2	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	BHLHE40	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HIST3H2A	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HDAC8	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HDAC5	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HDAC7	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	ABCB1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HDAC4	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	SLC25A5	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	BRD4	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HIST4H4	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	CYP3A4	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	BLM	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HDAC9	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	BDNF	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	RB1	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	HDAC6	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	SFTPA1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	CYP27B1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	TNFSF10	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	PLAU	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL99	TRICHOSTATIN	CDKN2D	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL278315	GELDANAMYCIN	HIF1A	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL278315	GELDANAMYCIN	CD28	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL278315	GELDANAMYCIN	FCGR3A	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL278315	GELDANAMYCIN	CEL	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL278315	GELDANAMYCIN	VIM	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL278315	GELDANAMYCIN	MYOD1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL278315	GELDANAMYCIN	PLAU	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL278315	GELDANAMYCIN	FLT3	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL278315	GELDANAMYCIN	FCGR3B	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL1336	SORAFENIB	KDR	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	PDGFRB	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	RAF1	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	KIT	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	FLT1	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	RET	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	FLT3	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	AKT1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	MET	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	CDK19	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	FGFR1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	VEGFA	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	CENPE	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	FLT4	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	HMOX1	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	FGFR3	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	ARAF	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	PDGFRA	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	DDR2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	CDK8	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	NRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	PTEN	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	FGF3	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	VHL	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	CSF1R	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	NF1	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1336	SORAFENIB	PIK3CA	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	ABL1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	EPHA2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	DDR2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	PDGFRA	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	FYN	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	CSF1R	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	HCK	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	KIT	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	STAT5B	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	PDGFRB	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	SRC	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	HRAS	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	ARID1A	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	FRK	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	FGR	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	NF1	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	CBL	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	BLK	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	ABL2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	SLK	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	TP53	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	APC	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	LCK	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	BCR	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	MET	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	YES1	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	IDH2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	PIK3CA	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	SIK3	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	SIK1	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	LYN	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	IDH1	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	SIK2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	SRMS	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL1421	DASATINIB	CSF3R	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	DDR2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	PTEN	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	CDH1	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	TP53	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	MET	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	MAPK1	NA	TRUE	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	ERBB4	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	NF2	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	BIRC5	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	CBL	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	NF1	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	CYP2D6	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	APC	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	IGF1R	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL553	ERLOTINIB	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	MYCN	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	BRCA2	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	EIF4E	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	PGP	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	BAX	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	ABCC1	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	TOP2A	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	AFP	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	ITGAL	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	KLK3	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	IGF2	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	TOP2B	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	UGT1A10	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	GDF15	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	XIAP	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	PLA2G1B	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	FGFR1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	BTF3P11	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	E2F1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	TNFSF13B	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	DDIT3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	TP53	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	SLC2A4	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	BCL2	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	ACTR2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	TGFB1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	PAPOLA	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	NR4A1	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	HSPB2	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	MUC16	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL44657	ETOPOSIDE	TBP	TRUE	TRUE	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL118	CELECOXIB	PTGS2	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	CPT2	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	DDIT3	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	EDN1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	APC	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	CA12	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	GHRL	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	COL18A1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	CYP2C9	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	BGLAP	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	PDPK1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	ABL1	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	HSPA4	NA	NA	TRUE	TRUE	TRUE	TRUE
Fuentealba2018	CHEMBL118	CELECOXIB	PLAU	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL130266	URIDINE_DIPHOSPHATE	P2RY14	NA	NA	NA	NA	NA	NA
Liu2016	CHEMBL130266	URIDINE_DIPHOSPHATE	GPR17	NA	NA	NA	NA	NA	NA
Liu2016	CHEMBL130266	URIDINE_DIPHOSPHATE	P2RY6	NA	NA	NA	NA	NA	NA
Liu2016	CHEMBL428496	WORTMANNIN	CRHR2	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	EIF2B1	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	PI4KB	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	SLC1A1	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	NRG1	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	GADD45A	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	SLC2A4	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	F2R	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	CTLA4	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	SPP1	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	HGF	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	TRPV1	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	MYO9B	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	NTRK1	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	AKT1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	PI4KA	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	PLK1	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	HSPA4	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	MAPK10	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	PIK3CA	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	PRKDC	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	TAC1	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	PRKAB1	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	CRHR1	NA	NA	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL428496	WORTMANNIN	NFE2L2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Liu2016	CHEMBL576	SUCCINIC ACID	ALDH5A1	NA	NA	TRUE	NA	NA	TRUE
Liu2016	CHEMBL576	SUCCINIC ACID	SUCNR1	NA	NA	TRUE	NA	NA	TRUE
Liu2016	CHEMBL1233147	GUANOSINE TRIPHOSPHATE	P2RY4	NA	NA	NA	NA	NA	NA
Liu2016	CHEMBL71595	HYDROGEN PEROXIDE	PIK3CG	NA	TRUE	TRUE	TRUE	TRUE	NA
Liu2016	CHEMBL71595	HYDROGEN PEROXIDE	SLC2A4	NA	NA	TRUE	TRUE	TRUE	NA
Liu2016	CHEMBL71595	HYDROGEN PEROXIDE	GFAP	NA	NA	TRUE	TRUE	TRUE	NA
Liu2016	CHEMBL71595	HYDROGEN PEROXIDE	AGTR1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Liu2016	CHEMBL71595	HYDROGEN PEROXIDE	TNFRSF10A	NA	NA	NA	TRUE	TRUE	NA
Liu2016	CHEMBL71595	HYDROGEN PEROXIDE	ABCB1	NA	NA	TRUE	TRUE	TRUE	NA
Liu2016	CHEMBL71595	HYDROGEN PEROXIDE	FCGR3A	NA	NA	TRUE	TRUE	TRUE	NA
Liu2016	CHEMBL71595	HYDROGEN PEROXIDE	EIF4E	NA	NA	TRUE	TRUE	TRUE	NA
Liu2016	CHEMBL71595	HYDROGEN PEROXIDE	CAMK2B	NA	NA	TRUE	TRUE	TRUE	NA
